Context,Question,Answer,Question_type,Domain,Annotator1_QuestionObjective,Annotator1_ContextRelevant,Annotator1_DomainAgree,Annotator1_QuestionTypeAgree,Annotator1_AnswerCorrect,Annotator1_AnswerComplete,Annotator1_QuestionCorrect,Annotator1_QuestionComplete,Annotator2_QuestionObjective,Annotator2_ContextRelevant,Annotator2_DomainAgree,Annotator2_QuestionTypeAgree,Annotator2_AnswerCorrect,Annotator2_AnswerComplete,Annotator2_QuestionCorrect,Annotator2_QuestionComplete
Жапонияның негізгі сауда әріптесі- АҚШ,Жапонияның негізгі сауда әріптесі қай мемлекет?,АҚШ,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Картадағы немесе пландағы қашықтықтың жердегі қашықтықтан неше есе кіші екенін көрсететін бөлшек сан масштаб,Масштаб дегеніміз не?,Картадағы немесе пландағы қашықтықтың жердегі қашықтықтан неше есе кіші екенін көрсететін бөлшек сан,Factoid,geo,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Шөл-климаты өте құрғақ, өсімдігі әрі жұтаң, әрі сирек аумақтар.",Шөл дегеніміз не?,"климаты өте құрғақ, өсімдігі әрі жұтаң, әрі сирек аумақтар",Factoid,geo,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Литосфера тауларының соқтығысуынан Кордильер тау жүйесі пайда болады,Кордильер тау жүйесінің пайда болу себебі?,Литосфера тауларының соқтығысуынан,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Ла-Манш бұғазы Ұлыбритания мен Франция елдерін бөліп жатыр,Ла-Манш бұғазы қай елдерін бөліп жатыр?,Ұлыбритания мен Франция,Factoid,geo,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Мұхит тереңдігін өлшейтін құрал-Эхолот құралы.,Эхолот құралы  дегеніміз не?,Мұхит тереңдігін өлшейтін құрал,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Мұхиттық жер қыртысында гранит қабаты кездеспейді,гранит қабаты қай жерде кездеспейді?,Мұхиттық жер қыртысында,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Оңтүстік Американың вулканды аймағы- Анды тауы,Оңтүстік Американың вулканды аймақ қай жерде орналасқан?,Анды тауында,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Халықаралық экономикалық қатынастардың несие беру қызметін қаражат және несие атқарады,Халықаралық экономикалық қатынастардың несие беру қызметін кім атқарады?,қаражат және несие,Factoid,geo,1,1,1,1,2,2,0,2,1,1,1,1,2,2,0,2.0
Шөл зонасындағы өзен аңғарларында әртүрлі өсімдіктерден құралған қалың бұталар тоғай деп аталады.,Тоғай дегеніміз не?,Шөл зонасындағы өзен аңғарларында әртүрлі өсімдіктерден құралған қалың бұталар,Factoid,geo,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Қазақстандағы су электр станциясы Қапшағай және Шардара аймақтарында орналасқан,Қазақстандағы су электр станциясы қай аймақта орналасқан?,"Қапшағай, Шардара",Factoid,geo,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Қазақстанның суы мол Ертіс өзенi,Қазақстанның суы мол өзен қай өзен?,Ертіс,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Грек тілінен аударғанда «география» сөзінің мағынасы- жерді сипаттап жазу деген мағынаны білдіреді,Грек тілінен аударғанда «география» сөзінің мағынасы қандай?,жерді сипаттап жазу,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Желдің пайда болуының негізгі себептері ауа қысымының әркелкі таралуы,Желдің пайда болуының негізгі себептері,ауа қысымының әркелкі таралуы,Factoid,geo,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Канададағы Квебек провинция тұрғындары француз тілінде сөйлейді,Канададағы Квебек провинция тұрғындары қай тілде сөйлейді?,Француз,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Канаданың мемлекеттік жалауында үйеңкі жапырағы бейнеленген.,үйеңкі жапырағы қай мемлекеттің жалауында бейнеленген,Канада,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Семей қаласындағы Ертіс көпірін салуға несие бөлген Жапония мемлекеті,Ертіс көпірін салуға несие бөлген қай мемлекет?,Жапония,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Табиғат зоналарының экватордан полюстерге қарай алмасуын ендік зоналылық деп атайды.,ендік зоналылық дегеніміз не?,Табиғат зоналарының экватордан полюстерге қарай алмасуы,Factoid,geo,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Шетелдік Еуропаның экономикасы дамыған елдеріндегі демографиялық проблемасы халық санының азаюы, демографиялық дағдарыстың болуы.",етелдік Еуропаның экономикасы дамыған елдеріндегі демографиялық проблемасы қандай?,"халық санының азаюы, демографиялық дағдарыстың болуы",Factoid,geo,0,1,1,1,2,2,1,2,0,1,1,1,2,2,1,2.0
"Қазақстан территориясындағы Солтүстік Қазақ жазығында Есіл, Тобыл ірі өзендері бар.",Қазақстан территориясындағы Солтүстік Қазақ жазығында ірі өзендерді ата,"Есіл, Тобыл",Factoid,geo,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Ұлы Жібек жолы кезінде Батыс пен Шығысты жалғастырған Сырдария өзені,Ұлы Жібек жолы кезінде Батыс пен Шығысты жалғастырған қандай өзен?,Сырдария,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Жапония мемлекеті автомобиль жасау жөнінен дүние жүзінде бірінші орын алады,автомобиль жасау жөнінен дүние жүзінде бірінші орын алатын мемлекет,Жапония,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Азияның көп жерін қамтитын монғолойдтық нәсілдер,Азияның көп жерін қамтитын нәсілдер?,Монғолойдтық,Factoid,geo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
